# f_hz  Omega_gw
5.282893470991676165e-16 4.921562511515427699e-23
5.587744515212385742e-16 4.899226391619104279e-23
5.910187085681497361e-16 4.876966519565430396e-23
6.251236307003680927e-16 4.854782722567063199e-23
6.611965881871068206e-16 4.832674823234476611e-23
6.993511471330348294e-16 4.810642643127765122e-23
7.397074270109315940e-16 4.788685999034074173e-23
7.823924788258749357e-16 4.766804717601841841e-23
8.275406851015024445e-16 4.744998631602809095e-23
8.752941829476286743e-16 4.723267570071483579e-23
9.258033115410939847e-16 4.701611352430795856e-23
9.792270854286479558e-16 4.680029798430364589e-23
1.035733695141921101e-15 4.658522731353524895e-23
1.095501036700546234e-15 4.637089966389120767e-23
1.158717271670421763e-15 4.615731324578394656e-23
1.225581419540318749e-15 4.594446628545477968e-23
1.296303984281763695e-15 4.573235709116593285e-23
1.371107617064762506e-15 4.552098381861198504e-23
1.450227817215744522e-15 4.531034469395164244e-23
1.533913673624496411e-15 4.510043788958435192e-23
1.622428648934243458e-15 4.489126163855529465e-23
1.716051408983644321e-15 4.468281405053277396e-23
1.815076700112008491e-15 4.447509326495461110e-23
1.919816277089690550e-15 4.426809740359605469e-23
2.030599884595001102e-15 4.406182454704404225e-23
2.147776295327553035e-15 4.385627290205847875e-23
2.271714408026271971e-15 4.365144053740076976e-23
2.402804408848878696e-15 4.344732554198067018e-23
2.541458999769151952e-15 4.324392592500771346e-23
2.688114697859220192e-15 4.304123969802119234e-23
2.843233209547398223e-15 4.283926481933472063e-23
3.007302884177960443e-15 4.263799921802513421e-23
3.180840251449065092e-15 4.243744079092298449e-23
3.364391647569019340e-15 4.223758736414542619e-23
3.558534935250405515e-15 4.203843684201713399e-23
3.763881322957013248e-15 4.183998693689007887e-23
3.981077289130998016e-15 4.164223536580985142e-23
4.210806617458172722e-15 4.144517976831639235e-23
4.453792549578935704e-15 4.124881772435720982e-23
4.710800062022062642e-15 4.105314663076945404e-23
4.982638274529655450e-15 4.085816385241587677e-23
5.270162997355329500e-15 4.066386674668731156e-23
5.574279425554956975e-15 4.047025246672564830e-23
5.895944988752364416e-15 4.027731796141907243e-23
6.236172365351655348e-15 4.008506009652898190e-23
6.596032670685604859e-15 3.989347563915544140e-23
6.976658829137171813e-15 3.970256113194052599e-23
7.379249140850359228e-15 3.951231290916977832e-23
7.805071054259248806e-15 3.932272704198106516e-23
8.255465156312043814e-15 3.913379943227382779e-23
8.731849392952156721e-15 3.894552568980584616e-23
9.235723533143699333e-15 3.875790102970098127e-23
9.768673890494768357e-15 3.857092043827854952e-23
1.033237831734362251e-14 3.838457847530910632e-23
1.092861148703014974e-14 3.819886932032888234e-23
1.155925048098249090e-14 3.801378672909012764e-23
1.222628069820827701e-14 3.782932393898137095e-23
1.293180210579491427e-14 3.764547370918215399e-23
1.367803585009699997e-14 3.746222803606699171e-23
1.446733124942437739e-14 3.727957832350858410e-23
1.530217319024553151e-14 3.709751521885772751e-23
1.618518995019106983e-14 3.691602852374049090e-23
1.711916147248642491e-14 3.673510721799455457e-23
1.810702811786301983e-14 3.655473931278322117e-23
1.915189992150135798e-14 3.637491174691744875e-23
2.025706638414900909e-14 3.619561023728880010e-23
2.142600682823804232e-14 3.601681923858525726e-23
2.266240135160561885e-14 3.583852181093634688e-23
2.397014241330242950e-14 3.566069955828315871e-23
2.535334708796392694e-14 3.548333242528996744e-23
2.681637002732391080e-14 3.530639856047992672e-23
2.836381716967644790e-14 3.512987415621960755e-23
3.000056024044634862e-14 3.495373328819714558e-23
3.173175208952022049e-14 3.477794773214048433e-23
3.356284291362254903e-14 3.460248672628445590e-23
3.549959741480935214e-14 3.442731685181384838e-23
3.754811294909817000e-14 3.425240170030140736e-23
3.971483872237049714e-14 3.407770144145300199e-23
4.200659609397977938e-14 3.390317258423585880e-23
