# k  Ps  Pt
3.852908765943131186e+01 1.580983099721293910e-09 9.270916367187363700e-12
4.056499352763817967e+01 1.577296336119708934e-09 9.270549762160506354e-12
4.270847818776550753e+01 1.573608328745803643e-09 9.270182675150476105e-12
4.496522618380522829e+01 1.569918393820253584e-09 9.269814685630953840e-12
4.734122243531390239e+01 1.566225935767107101e-09 9.269446016530541305e-12
4.984276810948325220e+01 1.562530226837076582e-09 9.269076393352849969e-12
5.247649733190182531e+01 1.558830410940187804e-09 9.268705796347987895e-12
5.524939478032643336e+01 1.555125613493225780e-09 9.268333842326087282e-12
5.816881420812102022e+01 1.551415070490251715e-09 9.267962024765413093e-12
6.124249794648899581e+01 1.547697541113674558e-09 9.267588874130105537e-12
6.447859743721723191e+01 1.543971756669807433e-09 9.267214706456337276e-12
6.788569485038541984e+01 1.540236765915808890e-09 9.266840570010669548e-12
7.147282584437273556e+01 1.536490619449923245e-09 9.266464416747449460e-12
7.524950352851890045e+01 1.532732059552257697e-09 9.266087542687026209e-12
7.922574369199107025e+01 1.528959394863786261e-09 9.265710527948829824e-12
8.341209136576203775e+01 1.525170440458752210e-09 9.265332453848938702e-12
8.781964878814478936e+01 1.521363017508362442e-09 9.264952746326700916e-12
9.246010484804558871e+01 1.517534984307607856e-09 9.264572609922160957e-12
9.734576608402038289e+01 1.513683673918933692e-09 9.264192107070945388e-12
1.024895893213462870e+02 1.509805911924869096e-09 9.263810267757979253e-12
1.079052160336586468e+02 1.505898465967262023e-09 9.263427184505115279e-12
1.136070085202837134e+02 1.501958423234199727e-09 9.263044193588424602e-12
1.196100879952075502e+02 1.497980991012046273e-09 9.262659366324423185e-12
1.259303746886967446e+02 1.493962455242967095e-09 9.262273613643306524e-12
1.325846300679169474e+02 1.489897598945865899e-09 9.261887300120561054e-12
1.395905012885201586e+02 1.485781434634835633e-09 9.261500878537116557e-12
1.469665679950898607e+02 1.481607854648322171e-09 9.261112710997047821e-12
1.547323915945541160e+02 1.477370624289569344e-09 9.260723675997695177e-12
1.629085671332428262e+02 1.473062198225968650e-09 9.260333890662741032e-12
1.715167779151701950e+02 1.468675925219182889e-09 9.259942930441513041e-12
1.805798530063851217e+02 1.464200295154806170e-09 9.259550934814729592e-12
1.901218277778965842e+02 1.459628570521956233e-09 9.259158297446539622e-12
2.001680076477302350e+02 1.454948485982035439e-09 9.258764704387278634e-12
2.107450351911668918e+02 1.450148970255794194e-09 9.258369932106961962e-12
2.218809607971330706e+02 1.445217175481110607e-09 9.257975235567822588e-12
2.336053170581276106e+02 1.440138761014761611e-09 9.257578084383621606e-12
2.459491970909720635e+02 1.434897086047508874e-09 9.257180809641391037e-12
2.589453369960835971e+02 1.429475592693126067e-09 9.256783039857321160e-12
2.726282026739607431e+02 1.423854291148300276e-09 9.256383146384298208e-12
2.870340812291136672e+02 1.418013105769788365e-09 9.255983545100808288e-12
3.022011772038524668e+02 1.411928484145242506e-09 9.255581932112653385e-12
3.181697138971360914e+02 1.405573361297662760e-09 9.255180380184226418e-12
3.349820400371846176e+02 1.398920935814406558e-09 9.254777291005522694e-12
3.526827420907582109e+02 1.391939163331022655e-09 9.254373258968584354e-12
3.713187625069366504e+02 1.384595181738044596e-09 9.253968261046945581e-12
3.909395242089889280e+02 1.376850197042860659e-09 9.253562120046168002e-12
4.115970616644924576e+02 1.368663250524248160e-09 9.253154955231087808e-12
4.333461588812888863e+02 1.359988236291664727e-09 9.252747600804263466e-12
4.562444946952539340e+02 1.350775818853231286e-09 9.252338319553381169e-12
4.803527957351767554e+02 1.340973966863735688e-09 9.251928484224567605e-12
5.057349974704268334e+02 1.330518485293383019e-09 9.251517951207899548e-12
5.324584137684930738e+02 1.319348110536625208e-09 9.251105856989982103e-12
5.605939154120685544e+02 1.307383408244429276e-09 9.250692998655613149e-12
5.902161180491225423e+02 1.294562460563486107e-09 9.250278868551533192e-12
6.214035800743840809e+02 1.280788748733636831e-09 9.249864170000111952e-12
6.542390109670375296e+02 1.265976430911295808e-09 9.249448332693493156e-12
6.888094906371317165e+02 1.250018057222770286e-09 9.249031981054606402e-12
7.252067003624299559e+02 1.232811971746314647e-09 9.248613818497553294e-12
7.635271659281245320e+02 1.214250885724243085e-09 9.248195289989717738e-12
8.038725136142361407e+02 1.194200830900637816e-09 9.247775055780626070e-12
8.463497397095914039e+02 1.172530911625420868e-09 9.247353905810528195e-12
8.910714942671093013e+02 1.149101806386720495e-09 9.246932695006430603e-12
9.381563798529271025e+02 1.123768432422915385e-09 9.246509507332734857e-12
9.877292660816708576e+02 1.096377087899603090e-09 9.246085147812242043e-12
1.039921620771987364e+03 1.066767198984480252e-09 9.245660419264644924e-12
1.094871858600593669e+03 1.034761619649039706e-09 9.245234314973346209e-12
1.152725708179455069e+03 1.000222923034018318e-09 9.244807308219735471e-12
1.213636598529618823e+03 9.629609886609867187e-10 9.244379109780893474e-12
1.277766065976594518e+03 9.228365757281240116e-10 9.243949728116900406e-12
1.345284182546389957e+03 8.796853412978500128e-10 9.243519248195747174e-12
1.416370006998338567e+03 8.334279747613756206e-10 9.243087975019850709e-12
1.491212059690812794e+03 7.839261282823441839e-10 9.242655492329722146e-12
1.570008822539214634e+03 7.311680253436935033e-10 9.242222554197998589e-12
1.652969265392101988e+03 6.751411175113063924e-10 9.241787713510923999e-12
1.740313400221456050e+03 6.159793142088761134e-10 9.241352179623798705e-12
1.832272864596749969e+03 5.538628226577639173e-10 9.240915264693161008e-12
1.929091535990221018e+03 4.891726221060944476e-10 9.240477798644215195e-12
2.031026178542529578e+03 4.224331457878651914e-10 9.240038992715076996e-12
2.138347124003959834e+03 3.544423330611367531e-10 9.239599227465354348e-12
2.251338988657091704e+03 2.863072586895371625e-10 9.239158276018987759e-12
2.370301428122172183e+03 2.195142329571721881e-10 9.238716012611354502e-12
2.495549932047018956e+03 1.559899206808499596e-10 9.238273112786892483e-12
2.627416660788889658e+03 9.846473355935223553e-11 9.237828706718471285e-12
2.766251326307246018e+03 5.026939078299033144e-11 9.237383381698422464e-12
2.912422119603602823e+03 1.580725643637013086e-11 9.236936885392014057e-12
3.066316687167941836e+03 7.081116912615805747e-13 9.236489744892957629e-12
3.228343159021285373e+03 1.212574113983934779e-11 9.236040815929583269e-12
3.398931231080865018e+03 5.913506163633042638e-11 9.235591110165719804e-12
3.578533304718215732e+03 1.531981354474802975e-10 9.235140270446162644e-12
3.767625686532411692e+03 3.086916692171389398e-10 9.234688276193288325e-12
3.966709851520176016e+03 5.436328887496892737e-10 9.234235444266697113e-12
4.176313772992920349e+03 8.806382250690081874e-10 9.233781498641987859e-12
4.396993322767530117e+03 1.347718117366120936e-09 9.233326081357601896e-12
4.629333745344268209e+03 1.980133644744986700e-09 9.232869849132897352e-12
4.873951209981486500e+03 2.821082388149728945e-09 9.232412510002998279e-12
5.131494444782851133e+03 3.924796805417406987e-09 9.231953915788485498e-12
5.402646457131292664e+03 5.358274159740273010e-09 9.231494841453516849e-12
5.688126345031731944e+03 7.204380413424435774e-09 9.231033900514688020e-12
5.988691204166605530e+03 9.564788544734098288e-09 9.230572110430169868e-12
6.305138135721630533e+03 1.256809954151135666e-08 9.230109385904180167e-12
