# k  Ps  Pt
9.356711400853109595e+00 1.677881723904905236e-09 8.300649600578278360e-12
9.896645026751999197e+00 1.673969551093294357e-09 8.300349486280146063e-12
1.046773578766201496e+01 1.670061708816351783e-09 8.300047675625990568e-12
1.107178162135832977e+01 1.666158478841762076e-09 8.299745568302408165e-12
1.171068421649828828e+01 1.662259911430378933e-09 8.299443423518142266e-12
1.238645499961708296e+01 1.658365758703221163e-09 8.299139986738421625e-12
1.310122146760573436e+01 1.654476130068746966e-09 8.298835815804455092e-12
1.385723388560807301e+01 1.650591001479449431e-09 8.298530774854909597e-12
1.465687237142301669e+01 1.646710411424085061e-09 8.298225039584876257e-12
1.550265438871577395e+01 1.642834499027570390e-09 8.297919360874129940e-12
1.639724267262862156e+01 1.638963006129789896e-09 8.297612378647156026e-12
1.734345361274263198e+01 1.635096015646351280e-09 8.297304527938588593e-12
1.834426611978260624e+01 1.631233656058521325e-09 8.296996472595505788e-12
1.940283100397959970e+01 1.627375633259151782e-09 8.296686678963885806e-12
2.052248089461610192e+01 1.623522324094784937e-09 8.296377107548167460e-12
2.170674073198383880e+01 1.619673507596598579e-09 8.296066595548849708e-12
2.295933886478496433e+01 1.615829187203321274e-09 8.295755181905589133e-12
2.428421878791419175e+01 1.611989436368447693e-09 8.295443209733403038e-12
2.568555155757570319e+01 1.608154199871667445e-09 8.295130418757111871e-12
2.716774892281994624e+01 1.604323494137705421e-09 8.294816882352557043e-12
2.873547721484264983e+01 1.600497351917883585e-09 8.294502771935955227e-12
3.039367203777273119e+01 1.596675667004450463e-09 8.294187523276915744e-12
3.214755380719876143e+01 1.592858462865760804e-09 8.293871254811572292e-12
3.400264418535432753e+01 1.589045976020817770e-09 8.293555209174152040e-12
3.596478346470357934e+01 1.585238003791529763e-09 8.293238320753539637e-12
3.804014895465503088e+01 1.581434433037093990e-09 8.292919987447067470e-12
4.023527442929015052e+01 1.577635510895326852e-09 8.292601501956489432e-12
4.255707069733188774e+01 1.573841008957239129e-09 8.292281653698204992e-12
4.501284735911400503e+01 1.570051090166891203e-09 8.291961334797464932e-12
4.761033581904712975e+01 1.566265726702635374e-09 8.291640357240817377e-12
5.035771362602950774e+01 1.562484874426843316e-09 8.291318494969295721e-12
