# f_hz  Omega_gw
5.506622198798045600e-10 7.485862598443196063e-20
5.824385037266956188e-10 3.667198221897958376e-20
6.160484565246492768e-10 1.766152974730360307e-20
6.515978912075648009e-10 9.202897180385560512e-21
6.891987267062606721e-10 5.906727942322313548e-21
7.289693402985899427e-10 4.685457703297153230e-21
7.710349402921122747e-10 4.016962535386926864e-21
8.155279602126376191e-10 3.337760156197765812e-21
8.625884757396467533e-10 2.576885018310712788e-21
9.123646457012304249e-10 1.846128063892281910e-21
9.650131785168619155e-10 1.258199722380562762e-21
1.020699825556558288e-09 8.537418592101808414e-22
1.079599902969599124e-09 6.035533970547583588e-22
1.141898843625680441e-09 4.467731522292988279e-22
1.207792780906149271e-09 3.314666004529285373e-22
1.277489166183274011e-09 2.346179929880220065e-22
1.351207421931468400e-09 1.571840946620824230e-22
1.429179632526725986e-09 1.064021448492262459e-22
1.511651274909015137e-09 8.185303224220026217e-23
1.598881991407975903e-09 7.354091172385160198e-23
1.691146407164967729e-09 6.944849906806447319e-23
1.788734994724967104e-09 6.323939103521130563e-23
1.891954988520173020e-09 5.527185351552965325e-23
2.001131352124491096e-09 4.809543273136380532e-23
2.116607801323966590e-09 4.262279120436205078e-23
2.238747886224098200e-09 3.825989154984759999e-23
2.367936135800774776e-09 3.463414877271475256e-23
2.504579268498237782e-09 3.189805086120470919e-23
2.649107472685208041e-09 3.001364826879893882e-23
2.801975761000573808e-09 2.868628096062271558e-23
2.963665402852337278e-09 2.774410078696394291e-23
3.134685439579757106e-09 2.712068725283912583e-23
3.315574287048786913e-09 2.670924851172202592e-23
3.506901430726288896e-09 2.640985402543290361e-23
3.709269218569352452e-09 2.616266471854926727e-23
3.923314757374470707e-09 2.593669636789095530e-23
4.149711918556582658e-09 2.572841104963426362e-23
4.389173459672773304e-09 2.554193601821696717e-23
4.642453268369719366e-09 2.537718607956861110e-23
4.910348735819516325e-09 2.523101842028360548e-23
5.193703267115819161e-09 2.510012665139606126e-23
5.493408936534034434e-09 2.498129811844157007e-23
5.810409296014761456e-09 2.487008954016882836e-23
6.145702345712414667e-09 2.476181812607967544e-23
6.500343675961062530e-09 2.465397871767401465e-23
6.875449790549362872e-09 2.454663604510799633e-23
7.272201621766749378e-09 2.444042462238027022e-23
7.691848248287670709e-09 2.433517813999445812e-23
8.135710827598361325e-09 2.423027431251856702e-23
8.605186755346624925e-09 2.412523583903741687e-23
9.101754064709280902e-09 2.401985637388087686e-23
9.626976079627836650e-09 2.391409289976620190e-23
1.018250633656149132e-08 2.380793566200457861e-23
1.077009379025310249e-08 2.370134791272084628e-23
1.139158831989674254e-08 2.359430082619588301e-23
1.204894655304187851e-08 2.348679994404289980e-23
1.274423802556930211e-08 2.337887087117794868e-23
1.347965169713229096e-08 2.327054347128436403e-23
1.425750284257458546e-08 2.316184954518272883e-23
1.508024034102217179e-08 2.305282883098556814e-23
1.595045438559609205e-08 2.294352398594373319e-23
1.687088463801874522e-08 2.283397885490642968e-23
1.784442885378646828e-08 2.272423875172028303e-23
1.887415200506301332e-08 2.261434878852632456e-23
1.996329593001424672e-08 2.250435261772165437e-23
2.111528953896400075e-08 2.239429009865811820e-23
2.233375960950173053e-08 2.228419380907116355e-23
2.362254220452824689e-08 2.217408402579208918e-23
2.498569474918627994e-08 2.206396320683475154e-23
2.642750880469787210e-08 2.195381225974636861e-23
2.795252357932248902e-08 2.184359367968137497e-23
2.956554021897382309e-08 2.173326647238014670e-23
3.127163692248446520e-08 2.162281077590939246e-23
3.307618492910580459e-08 2.151224825614870723e-23
3.498486542857580663e-08 2.140164266344717402e-23
3.700368744699276054e-08 2.129108072718675886e-23
3.913900676480239237e-08 2.118064871925478182e-23
4.139754592645981739e-08 2.107041825225361337e-23
4.378641540476001004e-08 2.096044161830877273e-23
4.631313598646840667e-08 2.085075303163400639e-23
4.898566244972713145e-08 2.074137388460000012e-23
5.181240860778076083e-08 2.063231941050494360e-23
5.480227379786281799e-08 2.052360229496301092e-23
5.796467089864092163e-08 2.041523207490479404e-23
6.130955596442385041e-08 2.030721417775076061e-23
6.484745956942807211e-08 2.019955157003373491e-23
6.858951996078297005e-08 2.009224690941118590e-23
7.254751812465116258e-08 1.998530238608841496e-23
7.673391487585658821e-08 1.987871808871169924e-23
8.116189008779435000e-08 1.977249149752099720e-23
8.584538418612355434e-08 1.966661833373043412e-23
9.079914203687838870e-08 1.956109371811636401e-23
9.603875936716770261e-08 1.945591305965077638e-23
1.015807318646099712e-07 1.935107280014890266e-23
1.074425071100759446e-07 1.924657105457289969e-23
1.136425395072442007e-07 1.914240800622380233e-23
1.202003483818968706e-07 1.903858577730675902e-23
1.271365794338692448e-07 1.893510777538289757e-23
1.344730697351195145e-07 1.883197795437868843e-23
1.422329164785525851e-07 1.872920028888797036e-23
1.504405496940293316e-07 1.862677850774774271e-23
1.591218091605005499e-07 1.852471594471702822e-23
1.683040257563994764e-07 1.842301552989229358e-23
1.780161075044031322e-07 1.832167984175726672e-23
1.882886305814598293e-07 1.822071116182763717e-23
1.991539355806022147e-07 1.812011150869040140e-23
2.106462293276037327e-07 1.801988267812548633e-23
2.228016925730253393e-07 1.792002627849624019e-23
2.356585938986938693e-07 1.782054375337431331e-23
2.492574101972179880e-07 1.772143635447939913e-23
2.636409541038557321e-07 1.762270516279363411e-23
2.788545087818902703e-07 1.752435114495904846e-23
2.949459704858960793e-07 1.742637514617221701e-23
3.119659993516903019e-07 1.732877788588762169e-23
3.299681788877080427e-07 1.723155998827468074e-23
3.490091846699209299e-07 1.713472201079872132e-23
3.691489627713932625e-07 1.703826440396700415e-23
3.904509184882201562e-07 1.694218751660805679e-23
4.129821159560056206e-07 1.684649161705165144e-23
4.368134892853255983e-07 1.675117691816274978e-23
4.620200658808855998e-07 1.665624355025379028e-23
4.886812026474366991e-07 1.656169158182094632e-23
5.168808358261111457e-07 1.646752104765579439e-23
5.467077452476687569e-07 1.637373191709748335e-23
5.782558338346715764e-07 1.628032408873673562e-23
6.116244232324733512e-07 1.618729740420825451e-23
6.469185664997710495e-07 1.609465166931701134e-23
6.842493788431484769e-07 1.600238665170245003e-23
7.237343874368461931e-07 1.591050205578512900e-23
7.654979014290877550e-07 1.581899755143192669e-23
8.096714032998345001e-07 1.572787279526826552e-23
8.563939628020679716e-07 1.563712739885417665e-23
9.058126747897947965e-07 1.554676091500144586e-23
9.580831223111634389e-07 1.545677286945333025e-23
1.013369866424679097e-06 1.536716278487887532e-23
1.071846964280466960e-06 1.527793014323642175e-23
1.133698517097798068e-06 1.518907439649756392e-23
1.199119249763936403e-06 1.510059497877814586e-23
1.268315123879082670e-06 1.501249132555354428e-23
1.341503986177432275e-06 1.492476282639627249e-23
1.418916254365750064e-06 1.483740882922801974e-23
1.500795642538657433e-06 1.475042867958189134e-23
1.587399928454431896e-06 1.466382167482233446e-23
1.679001765086900799e-06 1.457758713391298479e-23
1.775889539008412597e-06 1.449172433268800846e-23
1.878368278306280130e-06 1.440623256206734592e-23
1.986760612891145186e-06 1.432111107066427290e-23
2.101407790220347573e-06 1.423635907795694692e-23
2.222670749634351445e-06 1.415197581535140771e-23
2.350931258688303532e-06 1.406796050057661546e-23
